Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,currentPrice,adr_pct_20_days,volume_dollars_1day,price_growth_one_month,move_higher_3_months_percent,avg_volume_10_days,volume_cal,is_10_below_20_mv_10_days,is_higher_low_5_days
SWTX,SpringWorks Therapeutics Inc. Common Stock,$51.25,1.50,3.015%,3781575806.0,United States,2019.0,1762202,Health Care,Biotechnology: Pharmaceutical Preparations,48.69,5.539684257661093,365403.6410217285,1.0206809498932559,52.29902931643237,1242420.0,1702581.0,0.0,0.0
JAN,JanOne Inc. Common Stock (NV),$2.69,0.15,5.906%,13336070.0,United States,,217423,Utilities,Environmental Services,2.68,21.03180730297376,143.81999731063843,1.0199999809265137,339.34426293581987,266630.0,154509.0,0.0,1.0
NKTR,Nektar Therapeutics  Common Stock,$0.85,-0.04,-4.494%,156075144.0,United States,,1469686,Health Care,Biotechnology: Pharmaceutical Preparations,0.8682,10.446189747211099,3630.179932117462,1.0199999809265137,85.10638446276843,1368790.0,807416.0,0.0,0.0
SERA,Sera Prognostics Inc. Class A Common Stock,$9.15,0.00,0.00%,286729085.0,United States,2021.0,57445,Health Care,Precision Instruments,9.05,7.299443903509939,7448.419926643372,1.0192982696833783,32.11679294498183,131850.0,185381.0,0.0,0.0
RGLS,Regulus Therapeutics Inc. Common Stock,$2.43,0.07,2.966%,49141093.0,United States,2012.0,5877504,Health Care,Biotechnology: Pharmaceutical Preparations,2.385,15.624460944783936,210.59999227523804,1.017391288122743,80.30303180819804,17945420.0,684341.0,0.0,1.0
GRPN,Groupon Inc. Common Stock,$18.09,-0.49,-2.637%,576227608.0,United States,2011.0,1119315,Consumer Discretionary,Advertising,15.4,8.520414579620539,158753.48576259613,1.0167106891794198,31.84930835751812,2479630.0,2863386.0,0.0,0.0
BTOG,Bit Origin Limited Ordinary Shares,$3.90,-1.38,-26.136%,13186259.0,United States,2019.0,846598,Finance,Finance: Consumer Services,5.23,17.938013423077148,1032.5,1.016260146842582,30.42393318096742,470380.0,82870.0,1.0,1.0
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,$1.79,-0.01,-0.556%,5494434.0,United States,,59706,Health Care,Biotechnology: Pharmaceutical Preparations,2.18,10.80936518641371,209.8800083398819,1.0153846929764636,39.74359914866224,409720.0,65015.0,0.0,1.0
SRTS,Sensus Healthcare Inc. Common Stock,$3.89,0.34,9.577%,63727552.0,United States,2016.0,228177,Health Care,Medical/Dental Instruments,3.85,9.644125671468995,2758.420089006424,1.0152672526789333,55.24193044445646,186660.0,157295.0,1.0,1.0
WAVD,WaveDancer Inc. Common Stock,$2.82,-0.14,-4.73%,5677168.0,United States,,21321,Technology,Computer Software: Prepackaged Software,3.34,19.00310718972682,178.80000114440918,1.013605428936911,130.34481409188587,1040060.0,278456.0,0.0,1.0
BIAF,bioAffinity Technologies Inc. Common Stock,$1.915,-0.095,-4.726%,18196795.0,United States,2022.0,300052,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2.07,23.275287623604225,69.45999956130981,1.013422805905036,30.18867231368807,507290.0,249796.0,0.0,1.0
UNCY,Unicycive Therapeutics Inc. Common Stock,$1.39,-0.04,-2.797%,48308617.0,United States,2021.0,152768,Health Care,Biotechnology: Pharmaceutical Preparations,1.39,13.210959067629036,521.0369814634323,1.013414606932442,141.73913295868442,440020.0,265367.0,0.0,0.0
VMEO,Vimeo Inc. Common Stock,$5.41,-0.06,-1.097%,909117667.0,United States,,3245690,Technology,Computer Software: Prepackaged Software,5.58,7.366182280620848,31267.880321502686,1.0108991719404596,38.118811296886136,4360750.0,3189735.0,0.0,1.0
RSI,Rush Street Interactive Inc. Class A Common Stock,$5.93,0.03,0.508%,1322225010.0,United States,2020.0,956115,Consumer Discretionary,Services-Misc. Amusement & Recreation,5.84,5.429019308649186,119841.11909294128,1.010020078763182,36.13054089784548,1964160.0,673482.0,0.0,0.0
BOF,BranchOut Food Inc. Common Stock,$2.05,-0.17,-7.658%,8290717.0,United States,2023.0,22878,Consumer Staples,Packaged Foods,2.25,18.20316911872226,222.00000286102295,1.0090909002241026,63.16171747829552,24220.0,41431.0,1.0,0.0
GIFI,Gulf Island Fabrication Inc. Common Stock,$6.87,0.04,0.586%,111273603.0,United States,1997.0,99750,Industrials,Metal Fabrications,7.0,6.660915034985981,559.4400072097778,1.0090909002241026,65.48463282355345,151330.0,67516.0,0.0,0.0
HCWB,HCW Biologics Inc. Common Stock,$1.48,-0.035,-2.31%,53242364.0,United States,2021.0,47470,Health Care,Biotechnology: Pharmaceutical Preparations,1.72,9.8786416227979,35.52000045776367,1.0090909002241026,42.14875821361831,43130.0,48917.0,0.0,1.0
CDXC,ChromaDex Corporation Common Stock,$2.10,0.15,7.692%,158149148.0,United States,,512860,Health Care, Medicinal Chemicals and Botanical Products ,2.71,10.45149975507047,1952.2500067949295,1.007352934086818,89.51049912931366,580670.0,1025978.0,0.0,1.0
AKBA,Akebia Therapeutics Inc. Common Stock,$1.41,-0.01,-0.704%,265629075.0,United States,2014.0,2061490,Health Care,Biotechnology: Pharmaceutical Preparations,1.83,9.3911380239472,24825.39974451065,1.0072463699259495,52.49999751647323,4756370.0,4319122.0,0.0,1.0
BDTX,Black Diamond Therapeutics Inc. Common Stock,$4.19,0.41,10.847%,216351421.0,United States,2020.0,446786,Health Care,Biotechnology: Pharmaceutical Preparations,4.63,8.495763596051065,6442.71018409729,1.0056497570869363,74.7169791629367,490810.0,280165.0,1.0,1.0
XPDB,Power & Digital Infrastructure Acquisition II Corp. Class A Common Stock,$18.38,-2.62,-12.476%,0.0,United States,2022.0,17773,Finance,Blank Checks,19.4,25.36863951831596,0.0,1.0055814343829488,81.47802039328674,109020.0,12678.0,1.0,0.0
FIXX,Homology Medicines Inc. Common Stock,$0.91,0.0125,1.393%,52720242.0,United States,2018.0,88770,Health Care,Biotechnology: Pharmaceutical Preparations,0.9002,5.437718728228402,1172.7300345897675,1.0034483343327387,63.636355754757886,194030.0,356639.0,0.0,1.0
DARE,Dare Bioscience Inc. Common Stock,$0.4603,0.0002,0.043%,45368247.0,United States,2014.0,136921,Health Care,Biotechnology: Pharmaceutical Preparations,0.51,13.202778787868352,599.6079797744751,1.0032257648958256,55.48779767567332,215530.0,107510.0,0.0,0.0
LIBYW,Liberty Resources Acquisition Corp. Warrant,$0.0208,-0.0047,-18.431%,0.0,United States,2021.0,1600,Finance,Blank Checks,0.0414,6.586905087655426,0.0,1.0,310.0000204890971,1100.0,673.0,0.0,1.0
XPDBU,Power & Digital Infrastructure Acquisition II Corp. Unit,$17.83,-3.17,-15.095%,0.0,United States,2021.0,501,Finance,Blank Checks,17.83,14.140591969312277,0.0,1.0,66.63551627605682,1364.0,1.0,0.0,0.0
VANI,Vivani Medical Inc. Common Stock (DE),$1.93,-0.03,-1.531%,98478366.0,United States,2014.0,239917,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2.03,17.427875806285755,493.8899953365326,1.0,131.47092713702366,540210.0,278272.0,0.0,0.0
